year,month,cve_ent,cve_mun,organismo,modalidad,destcred,tipocred,gen,rangoedad,rangoingreso,valorvivi,acciones,monto
2021,1,24,35,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,1,"1,349,100.00"
2021,1,22,14,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,2,"2,474,600.00"
2021,1,14,67,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,9.01 a 12.00,Media,1,"1,035,000.00"
2021,1,19,6,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,9.01 a 12.00,Media,1,"1,166,300.00"
2021,1,8,19,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,9.01 a 12.00,Media,1,"900,000.00"
2021,1,22,14,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,9.01 a 12.00,Media,1,"1,000,000.00"
2021,1,5,30,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,9.01 a 12.00,Media,1,"1,586,796.00"
2021,1,21,34,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,9.01 a 12.00,Media,1,"797,084.00"
2021,1,24,28,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,9.01 a 12.00,Media,1,"1,588,533.00"
2021,1,28,32,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,29 o menos,9.01 a 12.00,Media,1,"734,400.00"
2021,1,2,4,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,9.01 a 12.00,Media,1,"1,356,300.00"
2021,1,8,19,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,29 o menos,9.01 a 12.00,Media,1,"652,000.00"
2021,1,26,30,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,9.01 a 12.00,Media,1,"1,200,000.00"
2021,1,12,1,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,9.01 a 12.00,Media,1,"743,000.00"
2021,1,11,7,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,9.01 a 12.00,Media,1,"1,004,000.00"
2021,1,23,10,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,9.01 a 12.00,Media,1,"600,000.00"
2021,1,25,12,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,9.01 a 12.00,Media,1,"805,500.00"
2021,1,18,8,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,60 o más,9.01 a 12.00,Media,1,"920,000.00"
2021,1,27,4,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,759,500.00"
2021,1,14,120,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,1,"758,234.00"
2021,1,15,106,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,3,"3,740,000.00"
2021,1,19,39,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,447,353.00"
2021,1,11,7,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,300,000.00"
2021,1,24,28,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,080,000.00"
2021,1,1,1,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,4,"3,510,989.00"
2021,1,26,29,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,291,474.00"
2021,1,17,6,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,782,000.00"
2021,1,14,120,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,5,"6,658,264.00"
2021,1,30,131,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,1,"350,000.00"
2021,1,21,41,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,1,"840,000.00"
2021,1,11,17,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,178,100.00"
2021,1,26,30,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,1,"935,035.00"
2021,1,25,12,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,200,000.00"
2021,1,11,17,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,050,000.00"
2021,1,28,38,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,160,482.00"
2021,1,11,7,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,293,600.00"
2021,1,22,16,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Hombre,30 a 59,9.01 a 12.00,Media,1,"1,338,300.00"
2021,1,18,17,BANCA (CNBV),Mejoramientos,Mejoramientos,Credito individual,Mujer,60 o más,6.01 a 9.00,Media,1,"381,371.00"
2021,1,8,21,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"971,535.00"
2021,1,14,120,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,3,"3,211,068.00"
2021,1,14,98,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"282,470.00"
2021,1,25,6,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"285,883.00"
2021,1,9,6,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"638,253.00"
2021,1,19,48,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,156,850.00"
2021,1,14,98,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"680,824.00"
2021,1,19,48,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"308,043.00"
2021,1,8,21,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"813,400.00"
2021,1,1,1,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"783,068.00"
2021,1,14,97,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"814,494.00"
2021,1,9,14,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"511,636.00"
2021,1,19,12,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"502,681.00"
2021,1,14,120,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,2,"1,392,373.00"
2021,1,30,68,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"956,567.00"
2021,1,21,41,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"1,287,559.00"
2021,1,14,98,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"573,208.00"
2021,1,14,39,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"881,423.00"
2021,1,14,39,BANCA (CNBV),Otros programas,No especificado,Credito individual,Mujer,29 o menos,6.01 a 9.00,Media,1,"1,361,249.00"
2021,1,24,28,BANCA (CNBV),Otros programas,Adquisición de suelo,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,480,000.00"
2021,1,21,41,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,2,"1,956,810.00"
2021,1,26,30,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,072,543.00"
2021,1,11,20,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,3,"3,253,439.00"
2021,1,21,119,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,1,"987,400.00"
2021,1,2,4,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,1,"960,000.00"
2021,1,28,38,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,233,000.00"
2021,1,11,17,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,1,"361,693.00"
2021,1,14,101,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,1,"662,324.00"
2021,1,15,24,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,2,"2,735,802.00"
2021,1,15,59,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"910,900.00"
2021,1,24,35,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,1,"1,115,000.00"
2021,1,2,4,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,3,"2,489,700.00"
2021,1,15,81,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,2,"1,922,385.00"
2021,1,2,4,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,30 a 59,6.01 a 9.00,Media,1,"808,300.00"
2021,1,19,26,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,3,"4,112,470.00"
2021,1,24,28,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,5,"5,241,868.00"
2021,1,23,5,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,2,"1,970,000.00"
2021,1,19,18,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,1,"385,260.00"
2021,1,25,6,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,6.01 a 9.00,Media,4,"4,626,208.00"
2021,1,2,4,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,6.01 a 9.00,Media,1,"1,131,994.00"
2021,1,9,3,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,6.01 a 9.00,Media,1,"1,100,000.00"
2021,1,21,34,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,6.01 a 9.00,Media,1,"1,036,277.00"
2021,1,30,87,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,6.01 a 9.00,Media,1,"1,060,500.00"
2021,1,30,28,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,6.01 a 9.00,Media,1,"900,000.00"
2021,1,11,20,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,29 o menos,6.01 a 9.00,Media,2,"1,535,699.00"
2021,1,5,35,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,6.01 a 9.00,Media,3,"4,350,266.00"
2021,1,11,20,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,6.01 a 9.00,Media,3,"3,613,896.00"
2021,1,26,30,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,6.01 a 9.00,Media,2,"2,283,600.00"
2021,1,1,1,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,29 o menos,6.01 a 9.00,Media,2,"2,168,011.00"
2021,1,31,50,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,6.01 a 9.00,Media,1,"1,187,100.00"
2021,1,14,98,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,29 o menos,6.01 a 9.00,Media,3,"3,127,106.00"
2021,1,25,12,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,6.01 a 9.00,Media,1,"852,454.00"
2021,1,1,1,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,6.01 a 9.00,Media,2,"2,210,754.00"
2021,1,20,385,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,29 o menos,6.01 a 9.00,Media,1,"1,134,900.00"
2021,1,8,37,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,6.01 a 9.00,Media,1,"1,231,000.00"
2021,1,31,50,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,6.01 a 9.00,Media,1,"752,487.00"
2021,1,4,2,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,6.01 a 9.00,Media,1,"1,000,000.00"
2021,1,19,46,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,6.01 a 9.00,Media,1,"1,248,799.00"
2021,1,5,30,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,6.01 a 9.00,Media,1,"1,215,000.00"
2021,1,16,53,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,2,"1,794,613.00"
2021,1,16,53,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,3,"3,698,359.00"
2021,1,10,5,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,241,600.00"
2021,1,30,65,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,3,"2,744,750.00"
2021,1,21,114,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,145,112.00"
2021,1,31,50,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,4,"4,279,453.00"
2021,1,2,4,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,3,"3,566,000.00"
2021,1,26,43,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"800,000.00"
2021,1,14,39,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,2,"2,221,864.00"
2021,1,26,30,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,527,000.00"
2021,1,23,5,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,2,"2,075,153.00"
2021,1,5,35,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,3,"3,385,800.00"
2021,1,9,17,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,205,010.00"
2021,1,6,10,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,323,000.00"
2021,1,8,17,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,197,900.00"
2021,1,14,97,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,5,"5,497,898.00"
2021,1,12,1,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,250,000.00"
2021,1,22,6,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Hombre,30 a 59,6.01 a 9.00,Media,1,"1,185,600.00"
2021,1,14,120,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Hombre,30 a 59,6.01 a 9.00,Media,2,"1,609,110.00"
2021,1,30,108,BANCA (CNBV),Otros programas,No especificado,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"722,418.00"
2021,1,26,30,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"826,563.00"
2021,1,24,28,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"541,000.00"
2021,1,11,20,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"780,400.00"
2021,1,30,193,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"634,429.00"
2021,1,19,26,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"510,104.00"
2021,1,30,124,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"346,075.00"
2021,1,1,5,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"1,675,016.00"
2021,1,14,97,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,2,"1,827,711.00"
2021,1,30,124,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"813,600.00"
2021,1,8,19,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,3,"3,322,250.00"
2021,1,9,17,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"1,344,122.00"
2021,1,14,97,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"550,020.00"
2021,1,21,114,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"1,316,284.00"
2021,1,8,17,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"130,000.00"
2021,1,23,5,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"639,903.00"
2021,1,20,413,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,1,"626,316.00"
2021,1,2,2,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,1,"1,192,650.00"
2021,1,9,15,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,1,"712,318.00"
2021,1,24,28,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,2,"1,455,056.00"
2021,1,9,6,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,1,"1,157,015.00"
2021,1,22,14,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,2,"2,521,451.00"
2021,1,21,114,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,1,"1,130,012.00"
2021,1,15,76,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,1,"1,061,817.00"
2021,1,14,97,BANCA (CNBV),Otros programas,Liquidez,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,1,"610,400.00"
2021,1,19,18,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,29 o menos,4.01 a 6.00,Media,1,"1,480,073.00"
2021,1,9,6,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,29 o menos,4.01 a 6.00,Media,1,"1,237,194.00"
2021,1,16,53,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"938,700.00"
2021,1,22,16,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,4.01 a 6.00,Media,1,"723,163.00"
2021,1,19,46,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,4.01 a 6.00,Media,1,"627,623.00"
2021,1,11,7,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,3,"2,195,000.00"
2021,1,32,17,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,2,"1,949,400.00"
2021,1,15,24,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,30 a 59,4.01 a 6.00,Media,1,"1,800,000.00"
2021,1,19,31,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,4.01 a 6.00,Media,1,"836,700.00"
2021,1,25,6,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,29 o menos,4.01 a 6.00,Media,1,"867,397.00"
2021,1,28,32,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,29 o menos,4.01 a 6.00,Media,1,"883,626.00"
2021,1,19,26,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,29 o menos,4.01 a 6.00,Media,2,"1,960,220.00"
2021,1,24,35,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,4.01 a 6.00,Media,1,"886,500.00"
2021,1,5,25,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Mujer,29 o menos,4.01 a 6.00,Media,1,"1,233,008.00"
2021,1,19,26,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,4.01 a 6.00,Media,3,"3,912,104.00"
2021,1,6,7,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,29 o menos,4.01 a 6.00,Media,1,"1,445,000.00"
2021,1,19,39,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,4.01 a 6.00,Media,1,"1,102,317.00"
2021,1,17,11,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,4.01 a 6.00,Media,1,"1,100,000.00"
2021,1,22,11,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,4.01 a 6.00,Media,2,"1,620,000.00"
2021,1,8,17,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,60 o más,4.01 a 6.00,Media,1,"840,000.00"
2021,1,12,1,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Mujer,60 o más,4.01 a 6.00,Media,1,"905,127.00"
2021,1,30,193,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"807,500.00"
2021,1,8,19,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"407,348.00"
2021,1,11,20,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,4.01 a 6.00,Media,2,"2,265,052.00"
2021,1,26,30,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,4.01 a 6.00,Media,1,"709,774.00"
2021,1,22,11,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,4.01 a 6.00,Media,2,"1,281,167.00"
2021,1,1,1,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Cofinanciamientos y subsidios,Hombre,30 a 59,4.01 a 6.00,Media,1,"479,159.00"
2021,1,15,60,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"1,133,040.00"
2021,1,24,28,BANCA (CNBV),Viviendas nuevas,Vivienda nueva,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"1,215,000.00"
2021,1,14,120,BANCA (CNBV),Viviendas usadas,Vivienda usada,Cofinanciamientos y subsidios,Hombre,30 a 59,4.01 a 6.00,Media,1,"950,000.00"
2021,1,14,101,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"855,000.00"
2021,1,30,87,BANCA (CNBV),Viviendas usadas,Vivienda usada,Credito individual,Hombre,30 a 59,4.01 a 6.00,Media,1,"769,200.00"
2021,1,8,19,BANCA (CNBV),Mejoramientos,Mejoramientos,Credito individual,Mujer,60 o más,2.61 a 4.00,Media,1,"404,000.00"
2021,1,8,37,BANCA (CNBV),Otros programas,Pago de pasivos,Credito individual,Hombre,30 a 59,2.61 a 4.00,Media,1,"851,732.00"
